date;tweet;nlikes;nretweets;hashtags
2022-05-03 21:02:56;@maxouchka @AlexDeRubempre @Reconquete_off @ZemmourEric @NicolasBay_ @G_Peltier @MarionMarechal @BenjaminCauchy @RNational_off Rendons à César ce qui lui appartient malgré le référendum. @NicolasSarkozy avait réussi à faire disparaître @MLP_officiel  Reconstitutions cette Droite forte qui parlait identité, France, avec @ECiotti et @ZemmourEric  Le #RN nous mène au Néant.;5;1;['rn']
2022-05-03 21:02:42;@EmmanuelMacron Ceux qui prônent la diplomatie n'ont rien compris ou servent la propagande russe (et Le Pen). Il n'y a pas de diplomatie possible pour le moment. L'Ukraine se bat pour la démocratie et la liberté de toute l'Europe. Sachez qu'ensuite elle a l'intention d'attaquer la Moldavie.;17;0;[]
2022-05-03 21:02:37;@TheveniaudPhil @JphTanguy @MLP_officiel @avenir_francais @RNational_80 @rn_hdf Bravo à tous les deux et bon courage ✊;5;0;[]
2022-05-03 21:01:26;"@AQuatennens Il n'est pas raciste, il tweete juste des propos qui pourraient passer pour ceux de Jean-Marie Le Pen, ou qui fleurent ""bon"" l'antisémitisme. Le fait que vous le défendiez en dit plus sur le marigot  malodorant qu'est venue votre parti que sur ce qu'est ou non Taha Bouhafs.";7;2;[]
2022-05-03 20:59:18;Tiens ca m'avait échappé, en #Corse le nationalisme a enfin gagné ! Le Pen à 58% ! 🤮;21;2;['corse']
2022-05-03 20:52:56;Sept mois de campagne présidentielle, théâtre d’une rivalité aussi brutale qu’effrénée entre Marine Le Pen et Éric Zemmour, ont laissé des traces. Les législatives le promettent tout autant. Sinon plus.  Récit dans ⁦@Le_Figaro⁩ ⤵️  https://t.co/3FSdadsTYh;24;15;[]
2022-05-03 20:42:35;"@Croquignol2A @MathildeSoizic Et bien en ce qui me concerne j’en suis pratiquement sûre,ce qui explique qu’elle se soit tu sur les affaires Mckinsey,Alsthom et autres,il lui répondait &lt;mme LePen&gt;allons,avec son air ironique qui en dit long,arrangement entre eux,on le saura bien un jour,le Z à évincer👎🏼🤮";39;20;[]
2022-05-03 20:37:13;@Prof_Antho @BFMTV On en reparlera, tous les français qui ont voté Lepen ne l’ont pas fait par conviction par par vote utile pour faire barrage à Mélanchon  Pas sûr que pour les législatives l’électorat de lepen soit aussi nombreux à voter pour elle;8;0;[]
2022-05-03 20:31:20;lepen gagne 1.60 euros /  électeur et n'a aucun intérêt à gouverner  on jaugera de l'intelligence de ses électeurs aux législatives   l'union de la gauche est à 2 doigts de l'emporter madame pétain refusant toute alliance sur sa droite;20;10;[]
2022-05-03 20:27:29;Sa m'a fais très rire aujourd'hui, ma mère devait avoir la flemme de faire deux repas séparés pour moi et ma sœur du coup elle lui a donné aussi un cordon bleu halal alors que ça vote Le Pen contre les abattoirs halal 😭;43;1;[]
2022-05-03 20:27:28;@mormach @vincechil Notre patriotisme nous a fait voter Le Pen, cela lui a apporté 2 millions de voix, toujours par patriotisme, nous lui avons tendu la main pour les législatives, loin de s'en saisir, elle crache dedans, alors oui, plus jamais nous ne nous souillerons auprès de ces usurpateurs🤔;11;0;[]
2022-05-03 20:23:30;"@Croquignol2A @Aerlia3 C'est tout à fait possible ! Après tout, il y a aussi des rumeurs comme quoi Le Pen aurait reçu 300 millions d'euros pour se ""coucher"" face à Macron, au débat de l'entre deux tours. Vrai ou pas, la question est désormais posée.";6;5;[]
2022-05-03 20:21:59;@ReynaldVoyance @ZemmourEric Exactement, et je suis très fier de faire parti de ces 7 premiers pour-cent. Et encore plus fier d’avoir fait parti de ces 28% d’abstentionnistes qui a refuser de donner sa voix au gourou @MLP_officiel. Vive reconquête! Et vive demain !;7;1;[]
2022-05-03 20:12:49;@emma_ducros @Enthoven_R Encore un de ces journalistes « talentueux « comme le déclare Adrien Quatennens ,  qui défend la démocratie selon Poutine et l’Union Européenne selon Le Pen .;7;0;[]
2022-05-03 20:12:44;@TPMP Il aurait dit quelque chose sur @MLP_officiel Pen où @ZemmourEric vous auriez été les premiers à dire qu'il a raison, donc arrêter votre hypocrisie 2minutes, il a raison sur Melenchon, et ça vous dérangent car c'est votre ami, enfin surtout l'ami de @Cyrilhanouna 🤮💩;27;0;[]
2022-05-03 20:11:04;@2022Elections Heureux de voir qu'ils actent déjà le fait que Mélenchon soit premier ministre et donc que la gauche soit majoritaire 😊 Les médias pro zemmour/lepen prenez en de la graine mdr;17;3;[]
2022-05-03 20:09:46;@chebakharya @actu_z @MLP_officiel @ZemmourEric Nous devons laisser le RN s'autodétruire et nous rapprocher des conservateurs LR. C'est la seule solution pour retrouver une Droite forte;67;21;[]
2022-05-03 20:09:02;@BFMTV @laurentwauquiez Wauquiez aurait été le meilleur candidat de droite.  D'ailleurs, Zemmour ne se serait même pas présenté et le Pen aurait été battue dès le premier tour. Au second, il aurait aussi battu Macron.  Peut-être en 2027 ce sera son tour.;9;1;[]
2022-05-03 20:08:08;@SauxClaudine @Maryuelle @J_Bardella Plus jamais monsieur Bardella-LePen !  😈💀👁️👁️💀😈;5;2;[]
2022-05-03 20:05:30;#facealinfo Mélenchon comme Marine Le Pen sont deux machines à perdre, la porte de la retraite politique les attend;9;2;['facealinfo']
2022-05-03 19:59:57;Les législatives sont ajd une reproduction de l’élection présidentielle. #Macron est le Pdt le plus mal élu de la Vème Rpb, en rejet de Mme #LePen ! Il faut mettre de nouveaux enjeux dans ces législatives : les discussions de fond avec #EELV, le #PS et le #PC servent à cela. #CVR;536;115;['macron', 'lepen', 'eelv', 'ps', 'pc', 'cvr']
2022-05-03 19:54:23;"@GumiChris Putain mais MATE-MOI LA GUEULE DE TON TWITTER. Y'a 20x plus de haine et de critique envers les autres partis de gauche qu'envers Macron &amp; LePen réunis. T'as pas honte ? Check tes priorités mec, t'es embarrassant. On n'a pas besoin d'ennemis avec des ""amis"" pareils🤢 Dégage🔕🤫🔇";6;0;[]
2022-05-03 19:51:31;@EricPiolle Bientôt vous demanderez la suppression de Noël, de Pâques et tutti frutti.  Vous êtes un élu dangereux pour notre démocratie.  Hâte qu on vous vire.  Je ne vous remercie pas car vous donnez des voix à Marine Le Pen 🤬🤬🤬;6;2;[]
2022-05-03 19:51:15;@JphTanguy @MLP_officiel @J_Bardella Bon courage ! 🙌🏼;6;0;[]
2022-05-03 19:44:49;Capacités à faire remonter la France et le bonheur des #français (sur 10) :  - Zemmour 9 - Macron 2 - LePen 2  - Pécresse 2 - Mélenchon 0 - Wauquiez 5 - Bellamy 6 - Marion M 6 #Zemmour vainqueur largement !;33;24;['français', 'zemmour']
2022-05-03 19:43:46;@Croquignol2A Mais c est une evidence et c est pour cela que MLP n a rien dit sur la fraude ! Même Zemmour sait que c est un deal entre eux ! Il ne faut pas voter Lepen;68;23;[]
2022-05-03 19:37:46;"@adia66 @EmmanuelMacron Si on n'accepte pas ""d'élargir"" à des personnalités comme Valls, aucun espoir d'ouverture. Rappellons que les adversaires se nomment Bouhafs, Ruffin, Rousseau, Obono, Autain, Piolle ou de l'autre côté Le Pen, Ciotti, Zemmour. Le choix est facile.";13;0;[]
2022-05-03 19:32:03;@auroredufayet @Dragon_violet28 @GhFlorent Tuer le FN ? Machine Le Pen le fait très bien toute seule...;7;1;[]
2022-05-03 19:29:28;@BFMTV @laurentwauquiez Il a raison..Faut que la droite popu, nationale, souverainiste, gaulliste   se ressemble avec Lepen et cie pour  défendre la nation contre cette chienlit de Mélenchon et collabos extrémistes islamo-gauchistes, complices des islamistes.Devoir de faire barrage;10;1;[]
2022-05-03 19:28:55;"@coherence_e @BorisVallaud @fhollande @SLeFoll @StephaneLeFoll (qui en 2017 ne voyait plus rien en France en dehors de LePen-Macron) comme les autres ""hollandais"" est en train d'aller jusqu'au bout dans le reniement de son histoire, de ses valeurs, du PS et de toue la gauche";18;3;[]
2022-05-03 19:26:22;@GhFlorent On s'en branle !!! Pas 1 vote Reconquête pour la PME Le Pen !!! #ReconqueteLegislatives  #Reconquete;16;2;['reconquetelegislatives', 'reconquete']
2022-05-03 19:21:52;Sur le plan idéologique, le véritable vainqueur de cette élection est Marine le Pen. C'est un juste constat des faits, car le Président Macron n'a pas été élu pour son programme mais pour faire barrage à l'extrême-droite, en France. ⤵️;6;4;[]
2022-05-03 19:20:54;Quand on pense qu’un accord entre #RECONQUETE et l’aile droite LR permettrait de mettre fin à l’absurde position tenue par @MLP_officiel …;5;1;['reconquete']
2022-05-03 19:16:21;@christine_kelly Mélenchon a la complaisance des médias Sont extrémisme, son islamo gauchisme ne gêne pas la bienpensance gauchiste du système Alors que Le Pen et Zemmour se font déglinguer par les médias du 1er janvier au 31 décembre, les pires dérives de Méluch n'émeuvent personne;48;12;[]
2022-05-03 19:15:30;@DelpierreS @AttakJake @RNational_off @MLP_officiel Racaille pro Zemmour je le constate à chaque échange… impossible de discuter des extrémistes abrutis qui vivent dans leur bulle;8;1;[]
2022-05-03 19:15:30;@domes_minarets @Islametinfo Que tous ceux qui ont voté Macron ferment leur grande gueule et dégustent avec passion ce traitement de faveur octroyé par ceux qui ont lutté héroïquement contre la bête 666, Marine Lepen;5;0;[]
2022-05-03 19:12:08;Marine le pen la machine a PERDRE !!! Melenchon arrive a unifier la gauche et MLP n arrive pas a unir la droite !!! Elle n essaie meme pas....Quelle deception totale....vouloir arriver au 2e tour pour ce resultat.... c est a vomir...;5;3;[]
2022-05-03 19:07:30;Comme un heureux hasard Marine Le Pen n'est plus diabolisée et nazifiée par les médias actuellement. De nouveau Eric Zemmour est le démon infâme. Jusqu'au premier tour c'est ça  ? Quelle étonnement...  #Zemmour #Mlp #Reconquête  #Rn;1124;428;['zemmour', 'mlp', 'reconquête', 'rn']
2022-05-03 19:05:53;@faureolivier Idem pour le RN. En quel siècle il a fait 30% ? aux législatives. Avec la création par @harrisint_fr d’une association entre RN et Z la bulle médiatique déjà pétée . Association rejetée par LePen. Vous voulez diriger l’extrême-droite @harrisint_fr ?;9;3;[]
2022-05-03 19:04:31;@rclmt @harrisint_fr @Challenges On en reparlera le 12 juin.  Je connais déjà plusieurs personnes qui ont voté Macron, Lepen qui voteront pour une liste de gauche.  Posez vous la question des réactions à cette union et vous comprendrez que ce sondage relève de la manipulation.;19;3;[]
2022-05-03 19:00:04;@HotmSandy c'est + Le Pen ça. JLM ne propose pas de préférence nationale, il est protectionniste par ignorance crasse des bases en économie;8;0;[]
2022-05-03 18:51:17;"Bien ingrat @LJacobelli, ingrat et odieux. Si @ZemmourEric fait 7% au premier tour c'est parce ue des ""Reconquête"" ont joué la sécurité et ont voté Le Pen et encore pire au second car autrement elle n'aurait pas accentué son score de 2017. #Punchline";14;4;['punchline']
2022-05-03 18:50:35;@AttakJake @RNational_off @MLP_officiel Tu vas donc tout faire pour que Melenchon et sa clique aient un maximum de députés. Dommage pour la vraie droite;7;0;[]
2022-05-03 18:47:40;@kz_dzz 40% on voté pour Marine Le Pen !!!  Garde tes gâteaux 😭😭😭😭;7;0;[]
2022-05-03 18:46:08;@sylveba Royal a accepté mais a changé d’avis. Pécresse a dit oui mais à condition de passer le salaire à 100000€ par mois. Le Pen a refusé poliment car elle est en pleine renégociation de prêt. Nadine Morano a essayé de placer sa copine arabe mais Dati a refusé. Hidalgo réfléchit.;13;0;[]
2022-05-03 18:36:13;Jérôme Sainte-Marie : « Marine Le Pen incarne l’opposition la plus évidente au pouvoir macroniste »;82;31;[]
2022-05-03 18:36:05;1Au terme d'une troisième candidature à l'élection suprême, la constance et la solidité de Marine Le Pen ne sont plus à démontrer. Par amour pour la France et pour les Français, boussole de son engagement, elle a consenti beaucoup de sacrifices personnels. ...;52;15;[]
2022-05-03 18:35:59;@djaybebee @MLP_officiel @ZemmourEric @dupontaignan @laurentwauquiez @ECiotti @fxbellamy @JulienAubert84 Moi le RN c'est finit j'ai rejoint reconquête, ils faut que tout les gens qui en on marre que le RN perde vote massivement requonquete aux législatives.;6;3;[]
2022-05-03 18:35:44;@Croquignol2A Le pen est l assurance vie  des mondialistes;66;24;[]
2022-05-03 18:34:18;CELA FAISAIT LONGTEMPS QUE NOUS N'AVONS PAS EU UN CHOIX TRES CLAIR. LA DROITE EXTRÊME DE MACRON  L'EXTRÊME DROITE LE PEN LA DROITE RÉPUBLICAINE  LA GAUCHE UNIS.;9;5;[]
2022-05-03 18:33:57;@T_Bouhafs @BFMTV Les médias français ne se cachent même plus. Après avoir fait monté l'extrême droite pour la présidentielle afin d'assurer le second tour #Macron #LePen et faire gagner Macron avec le barrage, ils réitèrent avec les #legislatives2022  #BFMàLaReconqueteDuRacisme #FolloBackLaGauche;13;5;['macron', 'lepen', 'legislatives2022', 'bfmàlareconqueteduracisme', 'follobacklagauche']
2022-05-03 18:33:04;@J_Bardella Madame le pen  est une socialiste  qui préfère  les voix  des islamogauchistes de melanchon aux voix des patriotes  vous êtes des traitres;21;4;[]
2022-05-03 18:29:59;Vous connaissez le parcours politique de Marine Le Pen, sa constance et sa passion pour la France.  Vous savez qu'elle veut protéger les Français et qu'elle respectera sa parole.  Ne laissons pas les pleins pouvoirs à Macron. #legislatives2022  #MLaFrance;50;15;['legislatives2022', 'mlafrance']
2022-05-03 18:22:50;@Lesparte1 J'offre des pâtisseries marocaines à @MLP_officiel pour la remercier. Pour qu'elle s'habitue à la future nouvelle France.....;9;0;[]
2022-05-03 18:20:38;Un militant d’extrême droite poignarde un Prêtre et une bonne sœur à Nice. « Pas l’acte d’un déséquilibré ni un attentat » pourtant son but politique était de favoriser Le Pen en faisant porter le chapeau aux arabes : 0.5/10;73;18;[]
2022-05-03 18:14:45;@AlanFerrariRN Vive la France  .Vive Marine le pen 🇫🇷  @M🔵⚪🔴;5;2;[]
2022-05-03 18:12:21;@RestitutorOrien J'espère qu'elle a glissé un bulletin Marine Lepen dans l'urne le 24 avril. Faut être cohérent.;7;0;[]
2022-05-03 18:09:02;@Fabien_Roussel J'espère que vous n'aurez pas d'objection à ce que la droite s'allie à Le Pen et Zemmour?!;6;0;[]
2022-05-03 18:08:55;@patjardin59 On vote le pen contre macron aucun remerciements ils ne veulent pas faire d'alliance car nous sommes sois disant d'extrême droite mais ils nous demandent de voter pour eux aux législatives et pour couronner le tout ils essaient de débaucher Stanislas ils n'ont honte de rien;174;84;[]
2022-05-03 18:08:53;@rkitsita Nous avions vu même le parti radical de Lepen élevé la voix contre l'agression du président Macron  . Felix tshisekedi représente en soi la plus haute institution du pays. Prendre plus de 2 minutes pour s'attaquer à ce dernier c'est de la haute trahison;6;0;[]
2022-05-03 18:08:17;@_Mqtt @natetapia20 @triztan_devzzX_ @Mediavenir Vous préférez Macron ou Lepen  du coup ? Parce que si vous connaissez le fonctionnement de l’assemblée nationale et le principe même d’un accord entre parti, vous seriez passé outre.;28;0;[]
2022-05-03 18:06:51;"@76Ragnar @CelesteBrume @RNational_off @MLP_officiel Désolé, mais le RN fait trop de mal à la France, pour être suivi par ses ""supporters"". Alors NON, les électeurs du @RNational_off ne m'intéresse pas, ils sont, pour moi, au même niveau que LFI";21;8;[]
2022-05-03 18:06:18;@GhFlorent Merci de confirmer par ce tweet que votre objectif n’est pas la victoire et la France, mais de mater des «adversaires» pour continuer à faire tourner la boutique LePen et arroser les amis. Je me demande jusqu’où le RN ira avant que les gens comprennent l’arnaque, 100M de dettes?;7;0;[]
2022-05-03 18:05:26;@UPR_Asselineau Qu il demande a marine le Pen !;6;0;[]
2022-05-03 18:04:20;@CNEWS Melenchon fait ce que Le Pen aurait du faire : rassembler son camp. L'absence de MLP qui profite à LFI est flagrante et irresponsable. #legislatives2022 #RN #Bardella;7;3;['legislatives2022', 'rn', 'bardella']
2022-05-03 17:53:28;@dumontherium @harrisint_fr @Challenges Combien de temps Harris vont encore tester les unions centre/droite et extrême-droite sachant que LR a refusé en instance nationale tout accord avec d'autres partis, et que Le Pen est en guerre avec Zemmour ?;7;0;[]
2022-05-03 17:50:55;@prevost_jp @MLP_officiel  est vraiment  nuisible! Il faut qu'elle parte!;7;0;[]
2022-05-03 17:44:47;@UPR_Asselineau Au pire si @EmmanuelMacron ne trouve pas de femme il y a toujours @MLP_officiel sur le marché des transferts 😆;25;1;[]
2022-05-03 17:43:22;Le seul et vrai débat de cette élection présidentielle était le débat entre Jean-Luc Mélenchon et Éric Zemmour l’année dernière. Le vrai clivage est là, Marine Le Pen ne le comprend pas, elle est dépassée par l’enjeu existentiel.;425;111;[]
2022-05-03 17:43:09;Un putsch est il possible en France ?? peut être avec Mélenchon qui va mettre son armée dans la rue et qui va faire croire au conte de fée à des Français incapables de réfléchir à leur avenir ! Après le danger Le Pen à la présidentielle voilà un nouveau danger aux législatives !  https://t.co/mRwDTX3tnD;24;16;[]
2022-05-03 17:42:23;@MaldineyB @LogiquesDegra59 @RNational_off @AssembleeNat @MLP_officiel @J_Bardella @EmmanuelMacron @GauthierBouchet @Emma_Minot @TimBouzon @EmmaChauveauRN @FranckNicolasRN @Dylan_LemoineRN @MillaKarcher Dieu bénisse les patriotes RN;5;0;[]
2022-05-03 17:42:13;@Croquignol2A Oui effectivement ça expliquerai beaucoup de chose, ne serait-ce que le comportement étrange de Marine Le Pen;82;30;[]
2022-05-03 17:41:20;@GhFlorent Nous votons chez Reconquête par convictions et non par opportunisme. Posez vous les bonnes questions du refus de Marine Lepen de ne pas tendre la main et préférer voir s’installer un groupe LFI à l’assemblée...;9;4;[]
2022-05-03 17:36:27;La démocratie selon @JLMelenchon est bien plus proche d'une dictature...  @JLMelenchon c'est @MLP_officiel en bien pire ! @JLMelenchon n'est pas la gauche, c'est l'#ExtremeGauche comme @MLP_officiel  n'est pas la droite mais l'#ExtremeDroite    https://t.co/9QkwU5Noyk;38;17;['extremegauche', 'extremedroite']
2022-05-03 17:28:23;@BFMTV #BFMaLaReconqueteDuRacisme Les médias ne se cachent même plus. On comprend mieux comment #LePen est arrivée au second tour 🤮🤮🤮 #legislatives2022  #UnionPopulaire  #FolloBackLaGauche  #NUPES #3emeTour;23;4;['bfmalareconqueteduracisme', 'lepen', 'legislatives2022', 'unionpopulaire', 'follobacklagauche', 'nupes', '3emetour']
2022-05-03 17:25:47;📺 Dimanche 01/05, #CPolitique a essayé de comprendre l’un des faits marquants du 2nd tour : le raz de marée de Marine Le Pen dans les Outre-Mers.   🔴 + de 69% en Guadeloupe, 60% en Martinique, comment expliquer cette percée de l’extrême droite aux Antilles ?  🧶 à dérouler;7;2;['cpolitique']
2022-05-03 17:23:37;@stephanie_wryk @J_Bardella Pas d accord  donc pas de vote z pour le Pen 🗳 pas de bras pas de chocolat..;9;3;[]
2022-05-03 17:23:18;Effectivement j'ai trouvé @J_Bardella ridicule ce matin en disant que Zemmour avait critiqué @MLP_officiel et c'est pour cela qu'ils refusent l'alliance. C'est la politique pas le monde de Oui-oui ! L'avenir de la France avant les egos !!;5;2;[]
2022-05-03 17:22:15;@LionDuNet @MLP_officiel Il ne faut pas regretter,  nous avons été loyaux ( surtout à la France) maintenant il faut appliquer le proverbe : honte à celui qui me trahit une fois,  honte à moi si je lui donne l'occasion de me trahir une deuxième fois #ViveLaFrance #Reconquete;8;3;['vivelafrance', 'reconquete']
2022-05-03 17:14:36;Madame Le Pen, quand sous l'effet de la gravité le nombril se rapproche inexorablement du trou du cul, l'égocentrisme commence à sentir la merde.  @MLP_officiel #legislatives2022 #UnionNationaleLegislatives #Zemmour;13;3;['legislatives2022', 'unionnationalelegislatives', 'zemmour']
2022-05-03 17:11:52;Le public : Les artistes ne parlent pas assez des sujets de société, ils ont une responsabilité !   Les artistes : Ne votez pas pour Marine Le Pen.  Le même public : pffff les artistes devraient se taire, ce sont des privilégiés.  🤷🏾‍♂️ 😆;158;46;[]
2022-05-03 17:10:48;@AttakJake @RNational_off @MLP_officiel Quel dommage, je n'étais pas abonné.. Je me serai désabonné avec un réel plaisir... 😩😩;5;0;[]
2022-05-03 17:01:21;C’est parti pour la campagne des législatives ! Avec @J_Bardella et @MLP_officiel, ne laissons pas les pleins pouvoirs à Macron !  🔵 Les 12 et 19 juin, votez pour la seule opposition !  #Legislatives2022  https://t.co/f3fsvjDfHY;30;10;['legislatives2022']
2022-05-03 16:57:14;@julienbahloul On t’as inclus dans « la Liste des fachos » en remarquant que pendant la présidentielle JAMAIS tu n’as critiqué le Pen et Zemmour !;24;0;[]
2022-05-03 16:56:07;@JphTanguy Éric Zemmour représente beaucoup mieux mes idées que Marine Le Pen sur de nombreux sujets. Donc je vote @ZemmourEric. Vous exigez mon vote sous prétexte de patriotisme en niant toute différence pour me soumettre.  Cela s’appelle une  dictature.;7;1;[]
2022-05-03 16:51:54;@tanguy_france Edouard Philippe qui prends la suite, le Pen deuxième tour battu castor comme depuis 40 ans RAS.  La routine.;9;0;[]
2022-05-03 16:51:30;ça ressemble fort à du LePen ,ça la suprématie des lois françaises sur celles de l'U.E. donc,#Frexit à terme;7;9;['frexit']
2022-05-03 16:49:44;@J_Bardella Avant 2022, je votais #RN #MLP . J'ai voté en 2022 #EricZemmour 1er tour et #LePen 2nd tour.  Vote Marine Le Pen par défaut. Jamais, plus jamais, mon vote n'ira au #RassemblementNational ! 41% avec vote utile, c'est très faible. Je veux une vision et le RN n'incarne rien ...;5;2;['rn', 'mlp', 'ericzemmour', 'lepen', 'rassemblementnational']
2022-05-03 16:48:08;@JphTanguy Marine Le Pen a dit qu’il était misogyne et un Nazi. Ça ce sont des insultes pas de dire qu’elle perd toutes ses élections . ça c’est seulement une réalité;5;1;[]
2022-05-03 16:47:57;@GhFlorent Votre élite s’est définitivement retirée le 24/04/22 Comme d’autres qui avait choisis de soutenir @MLP_officiel  Quelle déception … RN n’a porté aucune réclamation pour  L’évaporation de près de 3 millions de voix.. C’Honteux Seul @ZemmourEric et @Reconquete_off mérite soutien !  https://t.co/vI6ouWGMsg;16;5;[]
2022-05-03 16:46:01;Mme Lepen il serait temps d’en finir avec cet autoritarisme sectaire.;9;2;[]
2022-05-03 16:45:19;Michel-Edouard Leclerc applique le programme présidentiel de Marine Le Pen. Il met en place un bouclier tarifaire garantissant le prix de 120 articles entre le 04 mai et le mois de juillet, afin de se protéger de l’inflation qui pourrait atteindre 9,6 % avant l’été !;13;6;[]
2022-05-03 16:45:01;Peut-on imaginer une #droite sans le poids lourd social-national du #RN de #Marine Le Pen ? Par @Mechant_Reac    https://t.co/q1heCHaDxw;5;5;['droite', 'rn', 'marine']
2022-05-03 16:45:00;@BCazeneuve Vive l'Union de la Gauche ✊🇫🇷🏳️‍🌈🇪🇺 Et pour ceux qui la refusent, vous avez le choix entre Macron et Le Pen !;13;0;[]
2022-05-03 16:45:00;🍅🍅🍅🍅AVANT PREMIÈRE_La couv' de mai 2022 signée Pinel 🍅🍅🍅  Rdv dès demain en #kiosque :  https://t.co/XBE9a6mDPg  #Presidentielle2022 #présidentielle #zemmour #lepen #pecresse #Macron #Roussel #Mélenchon2022 #Mélenchon #Poutou2022 #ecologie2022 #ecologie #politique #kiosque  https://t.co/ssrUonxL65;28;14;['kiosque', 'presidentielle2022', 'présidentielle', 'zemmour', 'lepen', 'pecresse', 'macron', 'roussel', 'mélenchon2022', 'mélenchon', 'poutou2022', 'ecologie2022', 'ecologie', 'politique', 'kiosque']
2022-05-03 16:42:37;"@calculmental @CNEWS 1) Je parle de la position de Stanislas Rigaud devant un appel à lâcher Reconquête. 2) Zemmour n'a rien exigé.  3) Zemmour ne ""veut pas la peau"" de M.Le Pen, il formules des critiques fondées. Peut-être cash. Mais c'est tout.";12;3;[]
2022-05-03 16:39:54;"@DocKeuR @elpueblorf @Mediavenir Ces hypocrites vont te dire que Le Pen est pire, mdrrrr, allez &gt;&gt;&gt;&gt;.  https://t.co/Cp27dI47WW";13;1;[]
2022-05-03 16:38:20;@BacouJulien @J_Bardella @MLP_officiel @RN_Occitanie @RN_Tarn Félicitations @BacouJulien et bonne campagne 🇫🇷 Le Tarn risque de voir 2 députés RN à l’AN avec @CABROLIER1 !;5;0;[]
2022-05-03 16:36:55;Les Corbière ont quand même un portrait de Lénine chez eux..rendez-vous compte de l’obscénité de ce couple Machiavélique…imaginez si Marine le Pen avait un portrait d’Hitler chez elle ..💭  https://t.co/5ulC1khHQj;29;20;[]
2022-05-03 16:36:23;Pendant que @JLMelenchon occupe les médias @MLP_officiel espère qu'on oubliera ses amitiés à l'Est. Ses candidats défendront ses positions en luttant contre l'UE et notre indépendance. Personne ne peut oublier les positions pro-Poutine @RNational_off  https://t.co/xHIZvZ9NdF;5;1;[]
2022-05-03 16:36:12;📈 Dans la grande distribution, les prix de l’alimentaire ont augmenté de 3% ! 🛒  Face à cette situation insoutenable pour les #Français, il faut appliquer la proposition de @MLP_officiel de supprimer la #TVA sur 100 produits alimentaires et d’hygiène !    https://t.co/S4AcYBf8Uy;55;15;['français', 'tva']
2022-05-03 16:35:14;Nous sommes 577 femmes et hommes du @RNational_off, prêts à vous défendre, et à faire entendre votre voix à l’@AssembleeNat ! Aidez-nous avec @MLP_officiel🌹 et @J_Bardella à créer une opposition forte à @EmmanuelMacron. Les 12 et 19 juin, rassemblons nous ! #legislatives2022 #RN  https://t.co/RoJYQkZ3c7;77;27;['legislatives2022', 'rn']
2022-05-03 16:33:26;@AttakJake @RNational_off @MLP_officiel La conscience c'est de ce dire ,je suis patriote je veux sauver ma France,  lequel des  2 candidats  pensera à MES  convictions plutôt que SES convictions... voilà  voilà;5;0;[]
2022-05-03 16:31:51;@s_jourdain @BreakingInfosJR @franceinter Bah non. Il est où le titre en gros sur son militantisme à l’extrême droite ou son soutien à Le Pen? Vous êtes journaliste, vous êtes intelligents, vous savez très bien que le choix du titre est essentiel surtout en diffusant sur les RS.;15;1;[]
2022-05-03 16:28:18;40 ANS DE VOTES LEPEN 40 ANS PERDUS ! #ReconqueteLegislatives  #ReconqueteLhistoireNeFaitQueCommencer  #ReconqueteLegislatives2022  https://t.co/T4c8IONHql;281;114;['reconquetelegislatives', 'reconquetelhistoirenefaitquecommencer', 'reconquetelegislatives2022']
2022-05-03 16:25:30;Ironie de la vie. Marine Le Pen proposait d'interdire le voile dans l'espace public. Oulala ! Vraiment, c'était trop horrible et raciste ! A #Grenoble, @EmilieCChalas (#LREM) et @CarignonAlain (#LR) proposent d'interdire le #Burkini dans l'espace public. Là, c'est trop chouette !;7;1;['grenoble', 'lrem', 'lr', 'burkini']
2022-05-03 16:21:13;@lebrac21 @Mediavenir À peine 2 semaines qu'il est réélu et Poutine ne vise qu'une seule personne, Macron!  Toujours nous, je savais, on aurait du élire la mère Le Pen au final, téma les menaces que Poutine nous fait!  Quand il va lâcher son bébé. En 3 minutes, on serra tous morts!  https://t.co/ivhlpNO1rw;32;3;[]
2022-05-03 16:18:45;Petit rappel : En 2017 @MLP_officiel a fait 10,6m de voix au 2nd tour. En 2022, 13,2m de voix au 2nd tour. @ZemmourEric, 2,5 millions au 1er. Sans son appel à voter pour elle, Le Pen aurait eu le même résultat qu'en 2017.  Elle n'a, en 5 ans, pas progressé. #UnionDesDroites;550;291;['uniondesdroites']
2022-05-03 16:16:04;J’espère que @MLP_officiel est consciente qu’il y a un risque que la coalition LFI-EELV-PS-PC remporte les législatives.   Premièrement, je lui conseille de s’inspirer de cette union.  Deuxièmement, si cette coalition gagne, elle en portera l’entière responsabilité.;52;20;[]
2022-05-03 16:11:15;@EleonoreBez @RNational_off @MLP_officiel Pas d’alliance, pas de vote. Et ce sera la mort du RN …;11;0;[]
2022-05-03 16:09:05;La désobéissance prônée par @JLMelenchon est le virus avec lequel il veut infecter l'UE pour la torpiller. Tout comme @MLP_officiel voulait quitter l'UE via le prétexte TVA.  Ces 2 extrêmes veulent affaiblir la France.  https://t.co/mJuUd0Qv9E;7;2;[]
